fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
6.4,0.2,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5,white
7.4,0.2,0.33,2.0,0.045,31,101,0.9931,3.42,0.55,11.4,5,white
8.4,0.6,0.36,2.0,0.089,15,55,0.9975,3.31,0.57,10.4,4,red
7.3,0.5,0.29,11.3,0.034,61,224,0.9968,3.14,0.56,9.5,6,white
7.4,0.4,0.31,2.3,0.074,9,48,0.9962,3.41,0.55,9.4,6,red
6.4,0.3,0.57,1.0,0.062,21,122,0.9924,3.00,0.40,9.5,5,white
8.4,0.2,0.33,1.5,0.033,16,98,0.9940,3.14,0.42,9.7,6,white
6.7,0.3,0.34,8.9,0.048,32,111,0.9946,3.25,0.54,11.0,7,white
7.4,0.2,0.31,14.5,0.045,39,193,0.9986,3.10,0.50,9.2,6,white
6.7,0.3,0.29,7.7,0.038,40,179,0.9948,3.23,0.56,10.4,6,white
6.7,0.5,0.34,4.9,0.031,27,156,0.9911,3.10,0.40,12.5,6,white
7.5,0.6,0.22,1.8,0.082,43,60,0.9950,3.10,0.42,9.2,5,red
8.7,0.8,0.22,2.3,0.064,9,42,0.9963,3.10,0.55,9.4,5,red
7.3,0.3,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,white
6.3,0.3,0.40,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,white
7.2,0.3,0.40,6.3,0.047,52,172,0.9957,3.18,0.53,9.5,6,white
6.6,0.5,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,white
6.6,0.2,0.14,4.4,0.184,35,168,0.9940,2.93,0.45,9.4,6,white
6.6,0.2,1.00,1.0,0.122,46,131,0.9937,3.08,0.29,8.7,5,white
7.3,0.2,0.25,1.4,0.051,41,107,0.9938,3.53,0.66,10.5,7,white
7.2,0.3,0.39,19.0,0.038,42,155,0.9999,2.97,0.47,9.0,6,white
7.8,0.2,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6,white
7.6,0.3,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12.0,6,white
5.2,0.4,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6,white
7.4,0.2,0.29,10.1,0.050,21,105,0.9962,3.13,0.35,9.5,5,white
7.3,0.3,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6,white
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,white
6.0,0.2,0.30,7.3,0.039,39,104,0.9925,2.91,0.57,11.0,6,white
7.1,0.3,0.31,5.2,0.032,36,140,0.9917,3.35,0.47,12.3,7,white
6.7,0.3,0.35,1.4,0.180,36,160,0.9937,3.11,0.54,9.4,6,white
9.1,0.5,0.30,1.9,0.065,8,17,0.9977,3.32,0.71,10.5,6,red
6.1,0.4,0.27,2.1,0.035,16,100,0.9917,3.40,0.71,11.5,7,white
7.5,0.3,0.24,9.9,0.058,25,115,0.9957,3.15,0.46,10.9,5,white
7.8,0.2,0.36,1.4,0.056,21,153,0.9930,3.20,0.53,10.4,6,white
8.1,0.2,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,white
5.9,0.3,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5,white
8.0,0.3,0.35,1.1,0.054,13,136,0.9937,3.08,0.55,9.5,5,white
8.1,0.2,0.36,9.7,0.044,63,162,0.9970,3.10,0.46,10.0,6,white
5.6,0.3,0.28,4.2,0.044,52,158,0.9920,3.35,0.44,10.7,7,white
6.4,0.2,0.31,7.1,0.027,15,83,0.9930,3.14,0.54,10.9,8,white
7.6,0.2,0.27,4.5,0.051,24,97,0.9943,3.09,0.48,9.5,6,white
7.4,0.4,0.21,11.5,0.050,45,156,0.9980,3.28,0.45,9.0,4,white
7.8,0.3,0.34,13.7,0.044,66,184,0.9998,3.22,0.75,8.9,5,white
7.0,0.2,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,white
10.4,0.6,0.61,2.6,0.076,11,24,1.0000,3.16,0.69,9.0,5,red
9.3,0.4,0.48,3.8,0.132,3,11,0.9958,3.23,0.57,13.2,6,red
7.9,0.2,0.74,17.9,0.037,52,187,0.9998,2.99,0.41,9.3,5,white
9.0,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,white
7.1,0.6,0.02,2.3,0.082,24,94,0.9974,3.55,0.53,9.7,6,red
10.0,0.7,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11.0,5,red
9.3,0.4,0.39,1.5,0.080,41,55,0.9965,3.47,0.73,10.9,6,red
6.3,0.4,0.32,8.8,0.042,18,106,0.9917,3.28,0.33,12.9,7,white
6.7,0.1,0.34,2.4,0.039,43,126,0.9923,3.06,0.67,10.2,7,white
6.5,0.2,0.32,1.4,0.040,31,132,0.9922,3.36,0.54,10.8,7,white
6.8,0.6,0.22,1.8,0.074,15,24,0.9944,3.40,0.82,11.2,6,red
6.8,0.6,0.08,1.9,0.097,14,65,0.9958,3.29,0.53,9.2,4,red
6.1,0.3,0.33,2.2,0.021,26,117,0.9886,3.12,0.30,12.5,6,white
6.5,0.3,0.31,1.3,0.034,59,145,0.9894,3.16,0.54,12.4,6,white
6.8,0.4,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,white
6.7,0.5,0.13,2.0,0.076,15,36,0.9973,3.61,0.64,9.8,5,red
6.6,0.4,0.29,2.9,0.035,15,101,0.9892,3.04,0.37,12.5,6,white
6.1,0.3,0.21,5.0,0.042,17,133,0.9937,3.02,0.53,9.4,5,white
7.3,0.2,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5,white
6.6,0.6,0.22,8.9,0.034,27,133,0.9968,3.20,0.51,9.1,5,white
11.5,0.2,0.51,4.0,0.104,4,23,0.9996,3.28,0.97,10.1,6,red
9.2,0.5,0.24,2.6,0.078,28,139,0.9979,3.21,0.57,9.5,5,red
9.1,0.3,0.49,2.0,0.059,10,112,0.9958,3.15,0.46,10.1,5,white
6.6,0.3,0.37,15.9,0.059,15,164,0.9996,3.37,0.59,9.4,6,white
14.0,0.4,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,red
5.9,0.1,0.27,4.8,0.030,40,110,0.9923,3.55,0.68,12.1,6,white
5.2,0.3,0.29,1.1,0.028,18,69,0.9917,3.24,0.54,10.0,6,white
6.6,0.3,0.46,6.9,0.047,59,183,0.9959,3.20,0.45,9.3,5,white
6.4,0.3,0.45,8.6,0.057,47,223,0.9965,3.16,0.51,9.1,5,white
7.2,0.2,0.31,6.3,0.034,17,103,0.9931,3.15,0.52,11.4,7,white
8.2,0.2,0.43,2.5,0.076,31,51,0.9967,3.53,0.81,10.4,6,red
6.6,0.1,0.33,8.8,0.043,42,113,0.9961,3.43,0.40,9.1,7,white
6.7,0.5,0.36,11.5,0.096,18,92,0.9964,3.11,0.49,9.6,5,white
7.8,0.3,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,white
5.7,0.3,0.38,4.8,0.033,23,94,0.9910,3.42,0.42,11.8,7,white
7.4,0.3,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,white
6.3,0.1,0.24,6.0,0.039,25,107,0.9951,3.59,0.49,10.5,7,white
8.3,0.6,0.30,2.1,0.084,11,50,0.9972,3.40,0.61,10.2,6,red
5.8,0.2,0.24,1.4,0.033,65,169,0.9904,3.59,0.56,12.3,7,white
5.8,0.3,0.12,1.6,0.036,57,163,0.9924,3.38,0.59,10.5,6,white
7.4,0.4,0.34,8.3,0.052,44,168,0.9963,3.11,0.52,9.2,5,white
12.2,0.5,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,red
8.1,0.2,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10.0,5,white
6.4,0.3,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,white
5.8,0.3,0.18,1.2,0.058,7,108,0.9929,3.23,0.58,9.6,4,white
6.4,0.2,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,white
9.0,0.8,0.12,2.4,0.083,8,28,0.9984,3.33,0.65,10.4,6,red
6.6,0.3,0.28,1.3,0.035,32,90,0.9916,3.10,0.42,10.7,6,white
6.0,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11.0,6,white
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,white
5.9,0.7,0.00,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4,white
7.4,0.3,0.30,14.9,0.037,70,169,0.9970,3.25,0.37,10.4,6,white
6.1,0.3,0.31,3.9,0.034,42,137,0.9922,3.24,0.46,10.9,6,white
7.9,0.6,0.18,2.3,0.077,17,55,0.9975,3.42,0.59,10.0,5,red
7.9,0.3,0.25,6.5,0.036,39,103,0.9914,2.90,0.23,12.0,7,white
7.2,0.2,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10.0,5,white
6.9,0.3,0.13,7.8,0.042,11,117,0.9960,3.23,0.37,9.2,5,white
6.1,0.6,0.23,2.5,0.044,16,70,0.9935,3.46,0.65,12.5,6,red
7.0,0.3,0.45,2.3,0.045,40,118,0.9906,3.16,0.48,11.9,7,white
8.0,0.4,0.31,4.7,0.038,3,127,0.9919,2.90,0.72,12.1,5,white
7.3,0.3,0.24,1.7,0.050,10,112,0.9929,3.11,0.43,9.9,5,white
5.8,0.3,0.38,10.7,0.038,49,136,0.9937,3.11,0.59,11.2,6,white
7.7,0.7,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5,red
6.1,0.2,0.40,1.9,0.031,25,111,0.9897,3.03,0.30,11.8,7,white
6.6,0.4,0.13,12.8,0.044,26,158,0.9977,3.24,0.47,9.0,5,white
8.1,0.7,0.25,2.9,0.085,11,60,0.9969,3.36,0.57,9.9,6,red
6.5,0.2,0.25,17.3,0.046,15,110,0.9983,3.15,0.42,9.2,6,white
6.9,0.4,0.40,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3,white
7.0,0.2,0.28,8.6,0.045,37,223,0.9954,3.24,0.55,10.4,6,white
8.1,0.9,0.00,2.2,0.084,10,31,0.9966,3.25,0.50,9.8,5,red
6.4,0.2,0.34,1.4,0.023,56,115,0.9896,3.18,0.70,11.7,6,white
6.6,0.7,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,red
11.9,0.6,0.66,2.6,0.074,6,38,0.9992,3.04,0.56,9.9,6,red
7.7,0.3,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,white
10.8,0.5,0.33,2.5,0.099,20,38,0.9982,3.24,0.71,10.8,5,red
7.7,0.3,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,white
5.3,0.4,0.07,1.3,0.035,26,102,0.9920,3.50,0.35,10.6,6,white
6.3,0.2,0.43,4.6,0.038,31,130,0.9918,3.35,0.33,11.5,7,white
6.8,0.1,0.18,1.4,0.047,30,90,0.9916,3.27,0.54,11.2,6,white
6.6,0.4,0.39,11.9,0.057,51,221,0.9985,3.26,0.51,8.9,6,white
7.3,0.2,0.39,2.3,0.048,24,87,0.9904,2.94,0.35,12.0,6,white
7.4,0.2,0.30,12.8,0.053,49,229,0.9986,3.14,0.49,9.1,7,white
7.0,0.1,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,white
7.8,0.3,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,white
6.4,0.5,0.20,2.4,0.059,19,112,0.9931,3.18,0.40,9.2,6,white
5.6,0.3,0.50,11.4,0.029,25,93,0.9943,3.23,0.49,10.5,6,white
7.5,0.3,0.52,13.2,0.047,64,179,0.9982,3.10,0.46,9.0,5,white
8.4,0.2,0.43,2.1,0.052,20,104,0.9940,2.85,0.46,9.5,5,white
8.0,0.3,0.33,1.2,0.050,41,103,0.9900,3.00,0.45,12.4,6,white
7.7,0.2,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,white
7.3,0.8,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,red
6.8,0.2,0.36,1.6,0.028,7,46,0.9918,3.21,0.60,10.9,6,white
7.1,0.2,0.27,7.3,0.061,40,134,0.9936,3.09,0.59,11.4,6,white
6.3,0.4,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,red
6.8,0.2,0.34,1.9,0.040,41,108,0.9900,3.25,0.45,12.9,6,white
5.4,0.3,0.38,1.2,0.029,31,132,0.9890,3.28,0.36,12.4,6,white
6.2,0.3,0.29,2.0,0.036,16,87,0.9908,3.33,0.61,11.8,6,white
6.8,0.3,0.36,8.9,0.029,44,128,0.9932,3.28,0.35,12.0,7,white
6.9,0.3,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6,white
7.6,0.5,0.31,2.8,0.070,4,15,0.9969,3.22,0.55,10.3,6,red
6.6,0.3,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6,white
6.4,0.2,0.28,5.9,0.047,29,101,0.9928,3.15,0.40,11.0,6,white
9.8,0.2,0.46,1.8,0.046,23,130,0.9959,3.04,0.67,9.6,5,white
9.8,0.4,0.46,10.5,0.038,4,83,0.9956,2.89,0.30,10.1,4,white
7.2,0.3,0.40,8.7,0.038,45,154,0.9957,3.20,0.47,10.4,6,white
6.3,0.3,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5,white
7.1,0.4,0.42,5.5,0.070,29,129,0.9973,3.42,0.72,10.5,5,red
9.5,0.6,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,red
6.1,0.2,0.40,1.8,0.031,25,110,0.9896,3.02,0.31,12.0,7,white
6.2,0.3,0.14,4.8,0.052,27,128,0.9948,3.21,0.48,9.4,5,white
7.6,0.4,0.28,4.2,0.029,7,112,0.9906,3.00,0.41,12.6,6,white
7.0,0.7,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,red
11.2,0.5,0.74,5.2,0.100,5,17,0.9996,3.22,0.62,11.2,5,red
7.6,0.4,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10.0,6,white
6.7,0.3,0.31,16.4,0.051,20,146,0.9983,3.06,0.54,9.1,5,white
7.2,0.4,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,white
5.6,0.7,0.06,6.8,0.042,9,84,0.9943,3.44,0.44,10.2,5,white
5.6,0.3,0.32,8.3,0.043,32,105,0.9927,3.24,0.47,11.2,6,white
8.2,0.4,0.33,2.4,0.076,11,47,0.9960,3.27,0.81,11.0,6,red
7.0,0.4,0.36,1.6,0.089,14,37,0.9962,3.34,0.56,9.2,6,red
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5,white
6.6,0.2,0.22,12.3,0.051,35,146,0.9968,3.10,0.67,9.4,5,white
6.4,0.5,0.20,2.4,0.059,19,112,0.9931,3.18,0.40,9.2,6,white
5.7,0.4,0.30,5.7,0.039,24,98,0.9920,3.54,0.61,12.3,7,white
6.2,0.3,0.32,15.3,0.031,64,185,0.9984,3.31,0.61,9.4,5,white
11.1,0.2,0.48,2.1,0.343,6,17,0.9978,3.30,0.68,10.4,5,red
6.6,0.4,0.29,2.9,0.035,15,101,0.9892,3.04,0.37,12.5,6,white
7.5,0.4,0.20,1.4,0.060,15,168,0.9944,3.06,0.40,9.4,6,white
6.7,0.6,0.21,1.7,0.117,40,240,0.9938,3.11,0.57,9.3,5,white
7.5,0.2,0.31,13.1,0.050,26,180,0.9988,3.05,0.53,9.1,6,white
7.8,0.6,0.02,2.0,0.073,9,18,0.9968,3.36,0.57,9.5,7,red
7.6,0.3,0.52,3.2,0.043,28,152,0.9913,3.02,0.53,11.4,6,white
7.5,0.2,0.49,1.6,0.047,42,140,0.9932,3.40,0.47,10.7,6,white
6.4,0.3,0.28,3.0,0.040,19,98,0.9922,3.25,0.47,11.1,6,white
7.0,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6,white
11.6,0.5,0.66,3.7,0.121,6,14,0.9978,3.05,0.74,11.5,7,red
6.8,0.2,0.32,7.6,0.049,37,107,0.9933,3.12,0.44,10.7,7,white
6.4,0.4,0.46,8.4,0.050,58,180,0.9950,3.18,0.46,9.7,6,white
7.9,0.5,0.33,2.0,0.084,15,143,0.9968,3.20,0.55,9.5,5,red
8.2,0.6,0.30,2.1,0.083,12,51,0.9972,3.39,0.59,10.2,6,red
6.2,0.3,0.31,3.2,0.030,32,150,0.9901,3.18,0.31,12.0,6,white
9.3,0.4,0.39,1.5,0.080,41,55,0.9965,3.47,0.73,10.9,6,red
6.9,0.2,0.40,15.4,0.052,81,198,0.9986,3.20,0.69,9.4,5,white
5.6,0.3,0.38,1.4,0.075,11,95,0.9956,3.31,0.58,9.1,5,red
7.3,0.2,0.41,14.6,0.048,73,223,0.9986,3.16,0.71,9.4,6,white
11.8,0.4,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,red
8.2,0.2,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,white
6.1,0.1,0.41,1.1,0.040,18,77,0.9900,3.15,0.56,11.4,7,white
10.3,0.3,0.48,2.2,0.042,28,164,0.9980,3.19,0.59,9.7,5,white
7.4,0.2,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6,white
6.0,0.2,0.28,1.1,0.034,47,90,0.9886,3.22,0.38,12.6,6,white
6.4,0.2,0.34,16.1,0.040,56,142,0.9968,3.11,0.38,10.6,5,white
7.0,0.3,0.30,2.3,0.047,36,149,0.9886,3.25,0.55,13.4,6,white
8.9,0.3,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,white
7.6,0.2,0.45,11.2,0.054,56,137,0.9970,3.15,0.47,10.0,5,white
6.2,0.2,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6,white
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,white
6.8,0.3,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,white
5.5,0.2,0.27,0.9,0.040,52,103,0.9903,3.50,0.39,11.2,5,white
8.1,0.7,0.00,2.5,0.081,12,24,0.9980,3.38,0.46,9.6,4,red
6.6,0.3,0.25,11.6,0.045,45,178,0.9969,3.33,0.43,9.8,6,white
8.3,0.4,0.30,3.4,0.079,7,34,0.9979,3.36,0.61,10.5,5,red
5.7,0.3,0.28,4.1,0.030,22,86,0.9906,3.31,0.38,11.7,7,white
6.9,0.4,0.22,6.0,0.081,76,303,0.9971,3.40,0.57,9.4,5,white
5.6,0.2,0.24,4.4,0.027,37,150,0.9910,3.30,0.31,11.5,7,white
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.10,0.37,9.0,5,white
7.2,0.3,0.26,7.3,0.050,37,157,0.9963,3.09,0.43,9.0,5,white
6.5,0.3,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,white
6.4,0.1,0.31,1.2,0.034,53,138,0.9908,3.38,0.35,11.5,7,white
6.5,0.3,0.50,8.0,0.051,46,197,0.9954,3.18,0.47,9.5,5,white
7.1,0.2,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10.0,4,white
7.1,0.3,0.28,2.0,0.082,31,68,0.9969,3.45,0.48,9.4,5,red
5.9,0.3,0.19,14.5,0.042,37,115,0.9968,3.16,0.43,10.3,5,white
7.0,0.4,0.25,1.8,0.050,51,189,0.9917,3.00,0.55,11.4,6,white
7.3,0.3,0.54,12.9,0.049,62,163,0.9984,3.06,0.45,9.1,6,white
8.1,0.3,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,white
7.6,0.4,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,white
7.9,0.1,0.74,1.2,0.028,30,165,0.9910,3.08,0.82,12.3,6,white
7.2,0.3,0.46,5.0,0.040,3,29,0.9906,3.04,0.53,12.5,4,white
7.1,0.6,0.00,2.2,0.078,26,44,0.9952,3.42,0.68,10.8,6,red
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,white
6.9,0.2,0.40,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,white
5.8,0.4,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.6,7,white
8.3,0.5,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,red
7.3,0.7,0.05,3.6,0.107,6,20,0.9972,3.40,0.63,10.1,5,red
6.5,0.2,0.38,1.0,0.027,31,90,0.9893,3.24,0.36,12.3,6,white
8.0,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6,white
10.0,0.4,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,red
5.2,0.5,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,red
7.6,0.2,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,white
6.2,0.3,0.49,1.4,0.050,20,74,0.9931,3.32,0.44,9.8,6,white
6.3,0.2,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6,white
5.7,0.3,0.26,12.5,0.049,53,120,0.9969,3.08,0.45,9.4,6,white
8.2,0.3,0.34,2.5,0.073,16,47,0.9959,3.40,0.78,11.3,7,red
6.1,0.4,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,white
6.8,0.4,0.53,10.1,0.053,37,151,0.9963,3.07,0.40,9.4,5,white
9.6,0.6,0.50,2.3,0.079,28,71,0.9997,3.50,0.57,9.7,5,red
6.2,0.3,0.33,3.5,0.037,37,155,0.9899,3.18,0.37,12.4,6,white
6.1,0.3,0.35,12.8,0.048,63,229,0.9975,3.08,0.40,8.9,5,white
8.0,0.1,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11.0,6,white
8.3,0.7,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10.0,5,red
6.0,0.3,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11.0,7,white
6.9,0.2,0.28,3.0,0.054,33,99,0.9924,3.16,0.40,10.8,6,white
7.0,0.2,0.25,14.3,0.044,27,149,0.9980,2.91,0.46,9.2,6,white
8.2,0.7,0.23,2.0,0.099,14,81,0.9973,3.19,0.70,9.4,5,red
6.9,0.7,0.05,4.7,0.086,5,9,0.9963,3.39,0.41,10.7,6,red
7.5,0.8,0.20,8.1,0.098,30,92,0.9989,3.20,0.58,9.2,5,red
8.8,0.7,0.00,1.7,0.069,8,19,0.9970,3.31,0.53,10.0,6,red
4.8,0.2,0.21,10.2,0.037,17,112,0.9932,3.66,0.48,12.2,7,white
7.4,0.4,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,white
7.2,0.6,0.00,1.9,0.097,14,38,0.9968,3.37,0.58,9.0,6,red
8.4,0.7,0.10,1.7,0.089,15,63,0.9965,3.19,0.81,9.6,4,red
7.1,0.2,0.30,0.9,0.019,4,28,0.9893,3.20,0.36,12.0,6,white
6.9,0.2,0.50,10.0,0.036,78,167,0.9964,3.15,0.55,10.2,6,white
6.2,0.4,0.24,4.8,0.037,45,138,0.9917,3.23,0.43,11.2,7,white
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.30,0.92,9.5,6,red
7.0,0.2,0.26,9.2,0.027,37,122,0.9923,3.06,0.34,12.5,8,white
7.3,0.2,0.41,15.4,0.050,55,191,1.0000,3.32,0.59,8.9,6,white
9.2,0.6,0.20,3.0,0.081,15,115,0.9980,3.23,0.59,9.5,5,red
7.6,0.3,1.23,4.6,0.035,51,294,0.9902,3.03,0.43,13.1,6,white
5.5,0.5,0.03,1.8,0.044,28,87,0.9908,3.50,0.82,14.0,8,red
7.4,0.3,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10.0,5,white
7.9,0.3,0.44,6.5,0.027,47,126,0.9912,2.96,0.37,12.5,6,white
7.0,0.2,0.30,4.2,0.040,41,213,0.9927,3.28,0.49,11.8,6,white
12.2,0.3,0.50,2.4,0.066,10,21,1.0000,3.12,1.18,9.2,6,red
6.1,0.3,0.24,12.1,0.046,51,172,0.9980,3.35,0.45,9.5,5,white
12.7,0.6,0.67,5.8,0.083,7,42,1.0020,3.08,0.74,10.0,7,red
7.3,0.4,0.54,13.3,0.054,63,193,0.9986,3.06,0.49,8.6,4,white
6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5,red
8.3,0.5,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10.0,6,red
7.8,0.6,0.19,1.8,0.105,14,49,0.9962,3.19,0.93,9.5,5,red
6.6,0.6,0.28,4.4,0.032,19,78,0.9904,3.11,0.62,12.9,6,white
6.5,0.4,0.36,0.8,0.034,32,111,0.9894,3.11,0.50,12.1,8,white
7.9,0.5,0.06,4.0,0.087,27,61,0.9965,3.36,0.67,10.7,6,red
7.5,0.4,0.31,1.6,0.080,15,42,0.9978,3.31,0.64,9.0,5,red
6.6,0.3,0.30,4.7,0.170,59,167,0.9946,3.19,0.49,9.4,5,white
9.2,0.7,0.10,3.0,0.091,12,48,0.9989,3.31,0.54,9.5,6,red
6.4,0.5,0.07,1.1,0.030,10,131,0.9905,2.97,0.28,10.8,5,white
6.5,0.2,0.34,1.6,0.029,39,116,0.9895,3.21,0.68,12.5,6,white
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,red
11.0,0.5,0.47,2.5,0.074,4,28,1.0002,3.05,0.64,9.4,6,red
7.1,0.3,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,white
6.4,0.3,0.39,7.5,0.040,57,213,0.9948,3.32,0.43,10.0,5,white
7.0,0.3,0.37,1.6,0.035,34,126,0.9906,3.26,0.47,12.3,6,white
6.3,0.2,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7,white
8.4,1.0,0.15,6.0,0.073,11,54,0.9990,3.37,0.49,9.9,5,red
5.2,0.4,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,white
7.1,0.4,0.17,1.8,0.082,27,51,0.9963,3.49,0.64,10.4,5,red
6.4,0.2,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,white
8.1,0.2,0.49,5.2,0.052,36,157,0.9953,3.19,0.48,10.8,6,white
7.0,0.6,0.30,4.5,0.068,20,110,0.9991,3.30,1.17,10.2,5,red
7.8,0.2,0.32,7.4,0.015,47,124,0.9928,2.99,0.39,11.0,6,white
7.6,0.2,0.32,14.3,0.055,54,212,0.9990,3.14,0.48,8.9,8,white
6.3,0.2,0.50,10.4,0.043,61,132,0.9954,2.86,0.46,9.1,6,white
7.7,0.4,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,white
7.0,0.5,0.14,1.8,0.078,10,23,0.9964,3.53,0.61,10.4,5,red
7.3,0.3,0.36,12.7,0.040,38,140,0.9980,3.30,0.79,9.6,6,white
6.1,0.2,0.30,1.5,0.045,22,61,0.9920,3.31,0.54,10.4,5,white
9.0,0.6,0.30,8.1,0.026,14,71,0.9930,2.94,0.36,11.8,5,white
6.5,0.4,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,5,white
7.9,0.5,0.06,4.0,0.087,27,61,0.9965,3.36,0.67,10.7,6,red
6.4,0.2,0.39,9.1,0.042,35,128,0.9934,2.97,0.31,11.2,8,white
6.0,0.2,0.38,0.8,0.020,22,98,0.9894,3.26,0.32,11.8,6,white
9.5,0.4,0.52,2.0,0.088,12,51,0.9961,3.29,0.58,11.1,6,red
6.6,0.3,0.25,8.0,0.036,21,124,0.9936,3.06,0.38,10.8,6,white
